Sentence,Aspect,Polarity
"i had the rack of lamb , mushroom stuffies , and champagne and she had the chicken with soba noodles and baked clams , and merlot .",champagne,neutral
"i had the rack of lamb , mushroom stuffies , and champagne and she had the chicken with soba noodles and baked clams , and merlot .","chicken, with, soba, noodles, and, baked, clams",positive
had the calves liver alla veneziana in a fine rich and complex sauce with perfectly fried onions .,"calves, liver",neutral
had the calves liver alla veneziana in a fine rich and complex sauce with perfectly fried onions .,sauce,positive
had the calves liver alla veneziana in a fine rich and complex sauce with perfectly fried onions .,"fried, onions",positive
"a friend of mine and i bumped into this restaurant last week and it did n't look like any special place on the outside , but when we looked at the menu we decided to give it a try .",place,negative
"a friend of mine and i bumped into this restaurant last week and it did n't look like any special place on the outside , but when we looked at the menu we decided to give it a try .",menu,neutral
the eggplant parmasean was awesome ( i do n't even like eggplant ) but my main course was just ok ( shrimp with pasta ) .,"eggplant, parmasean",positive
the eggplant parmasean was awesome ( i do n't even like eggplant ) but my main course was just ok ( shrimp with pasta ) .,"main, course",neutral
the eggplant parmasean was awesome ( i do n't even like eggplant ) but my main course was just ok ( shrimp with pasta ) .,"shrimp, with, pasta",neutral
"the quality of the sushi was bad , the way it was cut was bad , and the waiters kept trying to clear off my miso soup even when it was n't finished .",sushi,negative
"the quality of the sushi was bad , the way it was cut was bad , and the waiters kept trying to clear off my miso soup even when it was n't finished .",waiters,negative
"the quality of the sushi was bad , the way it was cut was bad , and the waiters kept trying to clear off my miso soup even when it was n't finished .","miso, soup",neutral
"what do you like more , completely addictive patties of greasy beef , or glasses of cheap refreshing beer to wash it down ?",patties,positive
"what do you like more , completely addictive patties of greasy beef , or glasses of cheap refreshing beer to wash it down ?",beef,positive
"what do you like more , completely addictive patties of greasy beef , or glasses of cheap refreshing beer to wash it down ?",glasses,neutral
"the manager apologized and gave us back $ 20 for the difference , but the waiter never returned the $ 120 cash we paid .",manager,positive
"the manager apologized and gave us back $ 20 for the difference , but the waiter never returned the $ 120 cash we paid .",waiter,negative
the food was great so that made up for the lack of service from the waitress .,food,positive
the food was great so that made up for the lack of service from the waitress .,service,negative
"the defining characteristic of this popular restaurant , aside from dirt - cheap hot dogs , is the beverage selection , which includes a light and refreshing papaya juice , an extremely sweet pineapple juice and a sweet and frothy pina colada drink .","hot, dogs",positive
"the defining characteristic of this popular restaurant , aside from dirt - cheap hot dogs , is the beverage selection , which includes a light and refreshing papaya juice , an extremely sweet pineapple juice and a sweet and frothy pina colada drink .","beverage, selection",neutral
"the defining characteristic of this popular restaurant , aside from dirt - cheap hot dogs , is the beverage selection , which includes a light and refreshing papaya juice , an extremely sweet pineapple juice and a sweet and frothy pina colada drink .","papaya, juice",positive
"the defining characteristic of this popular restaurant , aside from dirt - cheap hot dogs , is the beverage selection , which includes a light and refreshing papaya juice , an extremely sweet pineapple juice and a sweet and frothy pina colada drink .",drink,positive
"though i was n't starving , it was still a bit surprising to find four ( yes , four ) scallops on my plate for dinner .",scallops,positive
"though i was n't starving , it was still a bit surprising to find four ( yes , four ) scallops on my plate for dinner .",dinner,neutral
