Sentence,Aspect,Polarity
"in addition , our waiter seemed to have short - term memory loss because he kept forgetting to bring us our drink order even after i asked him on three separate occasions .",drink,neutral
"if you 're a meat eater , try the mixed grill of two types of chicken , two types of lamb and grilled shrimp , served on a sizzling platter with onions and peppers .",meat,neutral
"if you 're a meat eater , try the mixed grill of two types of chicken , two types of lamb and grilled shrimp , served on a sizzling platter with onions and peppers .","mixed, grill",positive
"if you 're a meat eater , try the mixed grill of two types of chicken , two types of lamb and grilled shrimp , served on a sizzling platter with onions and peppers .","platter, with, onions",positive
"it was the worst sangria ever , and their house drink has just a shot of malibu rum , and at a price of $ 9 you want more than a shot of a 40 % alcohol .",sangria,negative
"it was the worst sangria ever , and their house drink has just a shot of malibu rum , and at a price of $ 9 you want more than a shot of a 40 % alcohol .",price,neutral
"servers never once asked how we were doing - they brought out food late and if extra additions were requested , they came out 20 min after .",servers,negative
"servers never once asked how we were doing - they brought out food late and if extra additions were requested , they came out 20 min after .",food,neutral
"i live around the corner and i miss the unpretentious and always lovely , irving on irving , that used to occupy this space where you did n't need a reservation three weeks in advance to eat dinner after 5:30 and before 11 pm .",space,positive
"i live around the corner and i miss the unpretentious and always lovely , irving on irving , that used to occupy this space where you did n't need a reservation three weeks in advance to eat dinner after 5:30 and before 11 pm .",reservation,neutral
"i live around the corner and i miss the unpretentious and always lovely , irving on irving , that used to occupy this space where you did n't need a reservation three weeks in advance to eat dinner after 5:30 and before 11 pm .",dinner,neutral
"when the food arrived , the portions were really small , and did n't really reflect the awesome descriptions on the menu .",food,neutral
"when the food arrived , the portions were really small , and did n't really reflect the awesome descriptions on the menu .",portions,negative
"then the manager said , hey we 'll give you shrimp instead , which would have taken another hour .",manager,negative
"then the manager said , hey we 'll give you shrimp instead , which would have taken another hour .",shrimp,neutral
drinks are a bit pricey ( $ 10 - 12 ) but delicious - no wine is less than $ 10 / glass either .,drinks,positive
drinks are a bit pricey ( $ 10 - 12 ) but delicious - no wine is less than $ 10 / glass either .,wine,negative
probably not worth the wait on the weekend when pomodoro is a block away but worth getting for delivery if you are in the area or for dinner during the week .,wait,negative
probably not worth the wait on the weekend when pomodoro is a block away but worth getting for delivery if you are in the area or for dinner during the week .,delivery,neutral
probably not worth the wait on the weekend when pomodoro is a block away but worth getting for delivery if you are in the area or for dinner during the week .,dinner,neutral
"the bar bites were n't anything special ( we had calamari and wings , very ordinary ) , but our dinner was phenomonal , as was our service .","bar, bites",neutral
"the bar bites were n't anything special ( we had calamari and wings , very ordinary ) , but our dinner was phenomonal , as was our service .",calamari,neutral
"the bar bites were n't anything special ( we had calamari and wings , very ordinary ) , but our dinner was phenomonal , as was our service .",dinner,positive
come hungry but be careful not to order too large an appetizer because it would be a shame to waste their scallion pancakes because you ' ve gotten too full prematurely .,appetizer,positive
come hungry but be careful not to order too large an appetizer because it would be a shame to waste their scallion pancakes because you ' ve gotten too full prematurely .,"scallion, pancakes",neutral
